                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.3568,                 1.6091,                 1.2964,                0.70833,                0.52174,                0.63207,                0.36946,                  1.597,                 2.8375,                 1.5654,              0.0017624,              0.0017624,              0.0017624
                     14,                 1.2264,                 1.3736,                 1.1935,                0.56939,                0.56522,                0.51574,                0.28945,                  1.656,                 2.7694,                 1.6663,              0.0017426,              0.0017426,              0.0017426
                     15,                 1.2273,                 1.3316,                 1.2585,                0.60442,                0.47826,                0.42513,                0.22619,                 1.6486,                 3.0485,                 1.6599,              0.0017228,              0.0017228,              0.0017228
                     16,                  1.227,                 1.2953,                  1.238,                0.73541,                0.60443,                 0.6203,                0.34514,                  1.561,                 3.3156,                 1.5522,               0.001703,               0.001703,               0.001703
                     17,                 1.2078,                 1.2562,                 1.2267,                0.89325,                0.56522,                0.63837,                0.30381,                 1.6277,                 2.7124,                 1.5765,              0.0016832,              0.0016832,              0.0016832
                     18,                 1.2225,                 1.2847,                 1.2427,                0.81822,                0.58777,                0.61685,                0.31695,                 1.6352,                 2.8796,                 1.7012,              0.0016634,              0.0016634,              0.0016634
                     19,                 1.1943,                 1.2906,                 1.2241,                0.79875,                0.52174,                0.57754,                 0.3221,                 1.5614,                 2.4489,                 1.5584,              0.0016436,              0.0016436,              0.0016436
                     20,                 1.1908,                 1.3575,                 1.2579,                0.62842,                0.69565,                0.67856,                0.36826,                 1.5475,                 2.0877,                 1.5484,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.1779,                 1.2106,                 1.2539,                0.67167,                0.47826,                0.57468,                0.30042,                 1.5797,                 2.1621,                 1.4334,               0.001604,               0.001604,               0.001604
                     22,                 1.2165,                 1.1592,                 1.2156,                0.49127,                 0.3913,                0.37603,                0.18857,                 1.7296,                 2.4459,                 1.5234,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.1733,                 1.2113,                  1.228,                 0.7353,                0.60411,                 0.6704,                0.42049,                 1.4585,                 1.7346,                 1.3217,              0.0015644,              0.0015644,              0.0015644
                     24,                 1.0982,                 1.0638,                 1.1706,                0.49574,                0.56522,                0.57283,                0.37776,                 1.5607,                  2.025,                 1.4849,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.1646,                  1.087,                 1.1886,                0.78367,                0.47286,                0.62372,                0.36959,                 1.6289,                 1.9395,                 1.5097,              0.0015248,              0.0015248,              0.0015248
                     26,                  1.177,                 1.1524,                  1.246,                0.56635,                0.39782,                0.47801,                  0.288,                 1.5618,                 2.2678,                 1.4653,               0.001505,               0.001505,               0.001505
                     27,                 1.1278,                 1.0518,                 1.1594,                0.45559,                 0.4732,                0.39801,                0.26514,                 1.5577,                 2.7879,                 1.5332,              0.0014852,              0.0014852,              0.0014852
                     28,                 1.0796,                0.97437,                 1.1408,                  0.844,                0.52174,                0.54445,                0.31511,                 1.6239,                 2.0621,                 1.5147,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.1242,                 1.0073,                 1.1672,                0.72118,                 0.6087,                 0.6246,                0.36068,                 1.5861,                 1.8169,                 1.3979,              0.0014456,              0.0014456,              0.0014456
                     30,                 1.1219,                  1.013,                 1.1956,                0.65104,                 0.6087,                0.62635,                0.34799,                 1.6086,                 1.8472,                 1.4886,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.0164,                0.93784,                 1.1448,                0.70044,                0.65217,                0.67689,                0.39827,                 1.5522,                 1.6435,                 1.4756,               0.001406,               0.001406,               0.001406
                     32,                 1.1231,                0.94391,                 1.1739,                0.60444,                 0.5983,                0.58163,                0.35121,                 1.5421,                 1.7332,                 1.4905,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.0521,                0.89289,                 1.1375,                0.77229,                0.56522,                0.69994,                0.37232,                 1.6129,                 1.6006,                 1.5885,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.0474,                0.87449,                 1.1556,                0.76442,                0.70577,                0.71529,                0.41381,                 1.5442,                 1.4906,                 1.5204,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.0128,                0.85711,                 1.1141,                0.72086,                0.69565,                0.74589,                0.42263,                 1.5024,                 1.4443,                 1.4826,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.0557,                0.86175,                 1.1293,                0.72516,                0.69565,                0.71723,                 0.4249,                 1.5339,                 1.5526,                 1.5645,               0.001307,               0.001307,               0.001307
                     37,                 1.0527,                0.85541,                 1.1318,                0.88095,                0.64387,                0.69791,                0.41097,                 1.5431,                  1.693,                 1.4125,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.0707,                0.87114,                 1.1372,                0.90427,                0.56522,                0.68793,                0.37874,                 1.5301,                  1.546,                 1.3725,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.0246,                0.89016,                 1.1437,                0.78465,                0.65217,                0.69628,                0.33629,                 1.4923,                  1.398,                 1.3957,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.0082,                0.84637,                 1.1322,                      1,                0.64142,                0.77447,                0.43803,                 1.4376,                 1.3435,                 1.3156,              0.0012278,              0.0012278,              0.0012278
                     41,                0.99995,                 0.8227,                 1.0767,                0.73693,                0.69565,                0.79467,                0.46051,                 1.3666,                 1.2934,                 1.3052,               0.001208,               0.001208,               0.001208
                     42,                0.97017,                0.78227,                  1.088,                0.61491,                0.78261,                0.77843,                0.44854,                 1.3158,                 1.3776,                 1.2669,              0.0011882,              0.0011882,              0.0011882
                     43,                0.94269,                0.75507,                 1.0983,                0.68861,                0.78261,                0.80806,                 0.5086,                 1.2187,                 1.1921,                 1.2282,              0.0011684,              0.0011684,              0.0011684
                     44,                0.95201,                0.76294,                 1.0991,                0.89528,                0.78261,                0.84211,                0.52805,                 1.2842,                 1.2433,                 1.2434,              0.0011486,              0.0011486,              0.0011486
                     45,                0.95356,                0.78629,                 1.0903,                0.93499,                0.82609,                 0.8887,                0.56028,                 1.3001,                  1.011,                  1.239,              0.0011288,              0.0011288,              0.0011288
                     46,                0.87549,                0.73566,                 1.0359,                0.94902,                0.80985,                0.89013,                0.53263,                 1.2727,                 1.0041,                 1.2629,               0.001109,               0.001109,               0.001109
                     47,                0.91762,                0.71483,                 1.0826,                0.94546,                0.69565,                0.81169,                0.51038,                 1.2885,                 1.2319,                 1.2567,              0.0010892,              0.0010892,              0.0010892
                     48,                0.92471,                0.68226,                 1.0641,                0.99603,                 0.6087,                0.75952,                  0.472,                 1.3233,                 1.4377,                 1.3001,              0.0010694,              0.0010694,              0.0010694
                     49,                0.88169,                 0.7077,                 1.0617,                0.76997,                0.72804,                0.74121,                 0.4651,                 1.3034,                 1.3972,                 1.3284,              0.0010496,              0.0010496,              0.0010496
                     50,                0.88017,                 0.6731,                 1.0338,                0.73689,                0.69565,                0.78542,                0.49339,                 1.3486,                 1.3332,                 1.3013,              0.0010298,              0.0010298,              0.0010298
                     51,                0.89308,                0.70257,                 1.0587,                0.72918,                0.86957,                0.84926,                0.52366,                 1.3192,                0.96999,                  1.307,                0.00101,                0.00101,                0.00101
                     52,                0.86556,                0.69999,                 1.0466,                0.90012,                0.86957,                0.90051,                0.54617,                 1.3436,                0.92259,                 1.2622,              0.0009902,              0.0009902,              0.0009902
                     53,                0.84972,                0.67185,                 1.0236,                0.85999,                0.86957,                0.89756,                 0.5792,                  1.276,                0.90431,                 1.2382,              0.0009704,              0.0009704,              0.0009704
                     54,                0.80631,                0.65537,                 1.0268,                0.85175,                0.82609,                0.88506,                0.57052,                 1.2656,                0.95304,                 1.2697,              0.0009506,              0.0009506,              0.0009506
                     55,                 0.8833,                 0.6708,                 1.0565,                0.79796,                0.78261,                0.87786,                 0.5332,                 1.3481,                0.97466,                 1.3408,              0.0009308,              0.0009308,              0.0009308
                     56,                0.85365,                0.64798,                 1.0382,                0.99742,                0.65217,                0.81193,                0.50459,                 1.3467,                 1.1804,                 1.3662,               0.000911,               0.000911,               0.000911
                     57,                0.83197,                0.63313,                 1.0157,                 0.9275,                0.73913,                0.83929,                0.52708,                 1.3155,                 0.9873,                 1.3136,              0.0008912,              0.0008912,              0.0008912
                     58,                0.87644,                0.66033,                 1.0614,                0.80174,                0.82609,                0.84764,                0.53284,                 1.3368,                0.99026,                  1.317,              0.0008714,              0.0008714,              0.0008714
                     59,                0.84835,                0.65728,                 1.0336,                0.97347,                 0.6087,                0.83112,                0.54223,                 1.2795,                 0.9829,                  1.268,              0.0008516,              0.0008516,              0.0008516
                     60,                0.81709,                0.63365,                 1.0149,                0.92685,                0.78261,                 0.8489,                 0.5453,                 1.3041,                 1.0626,                 1.2743,              0.0008318,              0.0008318,              0.0008318
                     61,                0.80287,                0.58852,                 1.0213,                0.88255,                0.78261,                 0.8106,                0.50576,                 1.3327,                 1.1279,                 1.2882,               0.000812,               0.000812,               0.000812
                     62,                0.80535,                0.60754,                 1.0146,                 0.9441,                 0.7345,                0.80678,                0.51156,                 1.3549,                 1.1115,                 1.3227,              0.0007922,              0.0007922,              0.0007922
                     63,                0.86148,                 0.6118,                 1.0495,                0.94015,                0.73913,                0.81338,                0.52848,                 1.3318,                 1.1135,                 1.2988,              0.0007724,              0.0007724,              0.0007724
                     64,                 0.7789,                0.57642,                0.96604,                0.94444,                0.73908,                0.82176,                0.51774,                  1.351,                 1.1457,                 1.3436,              0.0007526,              0.0007526,              0.0007526
                     65,                0.77105,                0.57866,                0.99882,                0.88058,                0.78261,                0.83658,                0.50734,                 1.3558,                 1.0234,                 1.3415,              0.0007328,              0.0007328,              0.0007328
                     66,                0.76368,                 0.5669,                 1.0029,                0.86222,                0.81662,                0.84076,                0.52829,                  1.315,                0.91799,                 1.3023,               0.000713,               0.000713,               0.000713
                     67,                0.80098,                0.58971,                 1.0242,                0.93067,                0.73913,                0.84062,                0.52486,                 1.3556,                0.92364,                 1.3329,              0.0006932,              0.0006932,              0.0006932
                     68,                0.82543,                0.64453,                 1.0333,                0.85346,                0.82609,                0.83023,                0.49825,                 1.3598,                0.99642,                 1.3051,              0.0006734,              0.0006734,              0.0006734
                     69,                0.77667,                0.57324,                 1.0076,                0.81842,                0.82609,                0.84999,                0.53547,                 1.2705,                 0.9123,                 1.2636,              0.0006536,              0.0006536,              0.0006536
                     70,                0.72428,                0.53194,                0.99118,                0.81214,                0.75227,                0.83895,                0.53518,                 1.2469,                0.96253,                 1.2486,              0.0006338,              0.0006338,              0.0006338
                     71,                 0.7217,                0.54333,                0.96737,                0.93736,                0.65075,                0.79549,                 0.5409,                 1.2594,                 1.0414,                 1.2638,               0.000614,               0.000614,               0.000614
                     72,                0.69047,                0.53559,                0.96343,                0.88157,                0.69565,                0.84719,                0.55091,                 1.2672,                0.99396,                 1.2438,              0.0005942,              0.0005942,              0.0005942
                     73,                0.71317,                0.55316,                0.97487,                0.86359,                0.82579,                 0.8563,                0.55985,                 1.2761,                0.94078,                 1.2312,              0.0005744,              0.0005744,              0.0005744
                     74,                0.79354,                  0.577,                 1.0361,                0.93298,                0.73913,                 0.8585,                0.56627,                  1.299,                0.92335,                 1.2425,              0.0005546,              0.0005546,              0.0005546
                     75,                0.73251,                0.55077,                 0.9791,                0.82437,                0.81666,                0.83979,                 0.5432,                 1.3108,                 1.0062,                 1.2404,              0.0005348,              0.0005348,              0.0005348
                     76,                0.73643,                0.54141,                0.97455,                0.77419,                0.78261,                 0.7935,                0.52359,                 1.2903,                 1.1417,                 1.2288,               0.000515,               0.000515,               0.000515
                     77,                0.70998,                0.53498,                0.98878,                 0.8153,                0.76813,                0.80209,                0.51925,                 1.3057,                 1.0829,                 1.2757,              0.0004952,              0.0004952,              0.0004952
                     78,                0.71144,                0.50869,                 0.9717,                0.89643,                0.78261,                0.80093,                0.49346,                 1.2871,                 1.0632,                 1.3097,              0.0004754,              0.0004754,              0.0004754
                     79,                0.68749,                0.52296,                0.97242,                0.89207,                0.78261,                0.80976,                0.48774,                 1.2796,                 1.0469,                 1.3182,              0.0004556,              0.0004556,              0.0004556
                     80,                0.64711,                 0.5176,                0.94443,                0.89928,                0.82609,                0.84056,                0.53567,                 1.2652,                 1.0679,                 1.2919,              0.0004358,              0.0004358,              0.0004358
                     81,                0.71528,                0.52595,                 0.9809,                0.90468,                0.82534,                0.86353,                0.55819,                 1.2774,                 1.0744,                 1.3088,               0.000416,               0.000416,               0.000416
                     82,                0.63737,                0.49398,                 0.9487,                0.86472,                0.82609,                0.86194,                0.56877,                 1.2776,                 1.1156,                 1.3173,              0.0003962,              0.0003962,              0.0003962
                     83,                0.68625,                0.55566,                 1.0066,                0.78715,                0.82609,                0.84914,                0.54122,                 1.3014,                 1.1461,                 1.3113,              0.0003764,              0.0003764,              0.0003764
                     84,                0.62938,                0.47967,                0.92985,                0.84138,                0.69206,                0.78157,                0.52248,                 1.2911,                 1.3318,                 1.2958,              0.0003566,              0.0003566,              0.0003566
                     85,                0.67201,                 0.5065,                0.96637,                0.86922,                0.65217,                0.74841,                0.49667,                 1.3069,                 1.3972,                 1.3171,              0.0003368,              0.0003368,              0.0003368
                     86,                 0.6162,                0.50137,                0.94046,                0.88824,                0.69136,                0.72985,                0.47224,                 1.3186,                 1.4401,                 1.3385,               0.000317,               0.000317,               0.000317
                     87,                0.62657,                0.47582,                0.94358,                  0.926,                0.69565,                0.74095,                0.48441,                 1.3022,                 1.4287,                 1.3235,              0.0002972,              0.0002972,              0.0002972
                     88,                0.66452,                0.51154,                0.96113,                0.88695,                0.69565,                0.74946,                0.50929,                 1.2919,                  1.374,                  1.311,              0.0002774,              0.0002774,              0.0002774
                     89,                0.64512,                0.49229,                0.95436,                0.91772,                0.69565,                0.75539,                0.50107,                 1.2794,                 1.3809,                 1.3034,              0.0002576,              0.0002576,              0.0002576
                     90,                0.60782,                0.46279,                0.93093,                 0.9373,                0.69565,                0.77648,                0.50889,                 1.2886,                 1.2789,                 1.3003,              0.0002378,              0.0002378,              0.0002378
                     91,                0.56917,                0.45145,                0.89835,                  0.918,                0.65217,                   0.76,                0.48639,                 1.2969,                 1.2588,                 1.2926,               0.000218,               0.000218,               0.000218
                     92,                 0.5153,                0.40557,                0.88631,                0.80754,                0.73005,                0.76058,                0.49442,                 1.2973,                 1.2933,                  1.283,              0.0001982,              0.0001982,              0.0001982
                     93,                0.55519,                0.40645,                0.88499,                0.84201,                0.69517,                0.74992,                0.49132,                 1.2943,                 1.3039,                 1.2694,              0.0001784,              0.0001784,              0.0001784
                     94,                0.50484,                0.40629,                 0.8625,                0.88864,                0.69401,                 0.7591,                 0.4995,                 1.2659,                 1.2735,                 1.2538,              0.0001586,              0.0001586,              0.0001586
                     95,                0.46445,                0.39299,                0.86879,                0.87739,                0.69565,                0.76491,                0.50623,                 1.2524,                 1.2403,                 1.2591,              0.0001388,              0.0001388,              0.0001388
                     96,                0.49813,                0.39421,                0.88175,                0.93291,                0.69565,                0.77557,                0.51003,                 1.2615,                 1.2367,                 1.2696,               0.000119,               0.000119,               0.000119
                     97,                0.48636,                0.37856,                0.87227,                0.93197,                0.69565,                0.77406,                0.50516,                 1.2741,                 1.2558,                 1.2733,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.48203,                0.37643,                  0.863,                0.93138,                0.69565,                0.77277,                0.51067,                  1.281,                 1.2562,                 1.2717,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.45908,                0.36548,                0.83862,                0.92989,                0.69565,                0.77435,                0.51344,                 1.2789,                 1.2559,                 1.2652,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.50346,                0.38485,                 0.8663,                0.92724,                0.69565,                0.77249,                0.50618,                 1.2697,                 1.2482,                 1.2599,               3.98e-05,               3.98e-05,               3.98e-05
