                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.0381,                 1.4023,                 1.1632,                 0.0122,                0.77778,                0.41564,                 0.2094,                 1.3922,                 3.4348,                 1.4647,             0.00097308,             0.00097308,             0.00097308
                     12,                  1.063,                 1.3728,                 1.1658,                 0.4746,                0.20529,                0.66742,                0.36964,                 1.3785,                 3.3738,                 1.4006,              0.0010515,              0.0010515,              0.0010515
                     13,                 1.0586,                 1.4254,                 1.1511,                0.82047,                0.55556,                 0.6608,                0.41661,                 1.2891,                  3.384,                  1.395,              0.0011279,              0.0011279,              0.0011279
                     14,                 1.1534,                 1.5439,                 1.2713,                 0.8353,                0.66667,                0.74937,                0.36888,                 1.6812,                 3.0304,                 1.4963,              0.0012024,              0.0012024,              0.0012024
                     15,                 1.1065,                 1.3346,                 1.1615,                  0.754,                0.44444,                0.58538,                0.30665,                 1.7068,                 3.9711,                 1.5381,              0.0012749,              0.0012749,              0.0012749
                     16,                 1.0113,                 1.2559,                 1.1375,                0.71875,                0.44444,                0.56315,                0.27278,                 1.8038,                 3.6995,                 1.7532,              0.0013454,              0.0013454,              0.0013454
                     17,                 1.1133,                 1.3012,                 1.1969,                0.07744,                0.22222,                0.05102,                0.03059,                 1.6392,                 4.3236,                 1.7595,              0.0014139,              0.0014139,              0.0014139
                     18,                 1.2012,                 1.4638,                 1.2705,                0.08178,                0.11111,                0.08443,                 0.0582,                  1.584,                   3.99,                 1.7944,              0.0014804,              0.0014804,              0.0014804
                     19,                0.99925,                 1.2871,                 1.1603,                0.92153,                0.33333,                0.41718,                0.27882,                 1.5196,                 3.4544,                   1.72,               0.001545,               0.001545,               0.001545
                     20,                 1.0398,                 1.3731,                 1.2305,                0.38418,                0.34803,                0.26335,                0.16467,                 1.5809,                 3.1688,                 1.5286,              0.0016076,              0.0016076,              0.0016076
                     21,                 1.0625,                 1.3399,                  1.206,                0.64963,                0.62125,                0.62798,                0.38896,                 1.5057,                 2.6176,                 1.4048,               0.001604,               0.001604,               0.001604
                     22,                 1.0271,                 1.3052,                 1.2194,                0.83272,                0.55556,                0.60221,                0.36964,                 1.4402,                 2.4926,                 1.4199,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.1407,                 1.3826,                 1.2406,                0.60188,                0.44444,                0.41613,                0.25874,                 1.5503,                 2.9037,                 1.5628,              0.0015644,              0.0015644,              0.0015644
                     24,                  1.096,                 1.2789,                  1.232,                0.98158,                0.55556,                0.65475,                0.40572,                 1.4532,                 2.0644,                  1.419,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.0231,                 1.2453,                 1.1795,                0.87495,                0.88889,                0.92778,                0.58443,                 1.3255,                 1.6507,                 1.3466,              0.0015248,              0.0015248,              0.0015248
                     26,                 1.0574,                 1.1812,                 1.1702,                0.88317,                0.84313,                0.92656,                0.57067,                 1.3216,                 1.7553,                 1.3558,               0.001505,               0.001505,               0.001505
                     27,                  1.088,                 1.2092,                  1.215,                      1,                0.86126,                  0.951,                0.58154,                 1.3224,                 1.7803,                 1.3054,              0.0014852,              0.0014852,              0.0014852
                     28,                  1.154,                 1.2294,                 1.2636,                0.79568,                 0.8673,                 0.8586,                0.58899,                 1.2011,                 1.7893,                 1.2682,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.0293,                 1.1484,                 1.1837,                0.55971,                0.88889,                0.76614,                0.44413,                 1.2856,                 2.0213,                 1.3793,              0.0014456,              0.0014456,              0.0014456
                     30,                  1.081,                  1.198,                 1.2055,                 0.7731,                0.88889,                0.81625,                0.44063,                  1.332,                 1.8535,                 1.4405,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.1553,                 1.1434,                 1.1934,                0.61098,                0.88889,                0.79368,                0.46255,                   1.26,                  1.813,                 1.3743,               0.001406,               0.001406,               0.001406
                     32,                0.99755,                0.99903,                 1.1058,                0.87072,                0.75115,                0.84108,                0.53371,                  1.089,                 1.7078,                 1.2314,              0.0013862,              0.0013862,              0.0013862
                     33,                0.93214,                 1.0326,                 1.0843,                0.72196,                0.66667,                 0.7442,                0.46693,                 1.1209,                 1.9058,                 1.2534,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.0765,                 1.0506,                 1.2033,                0.72731,                0.66667,                0.73112,                0.43369,                 1.1764,                 1.9214,                 1.2399,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.0742,                 1.1513,                 1.2043,                0.93415,                0.66667,                0.82056,                0.47533,                 1.1978,                 1.7523,                 1.2433,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.1027,                 1.0731,                 1.2311,                0.99148,                      1,                  0.995,                0.68191,                 1.1169,                 1.3106,                 1.2271,               0.001307,               0.001307,               0.001307
                     37,                0.91176,                0.94714,                 1.0802,                0.99828,                      1,                  0.995,                0.74701,                 1.0456,                 1.1818,                 1.2589,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.0583,                 1.0393,                  1.161,                      1,                0.88663,                  0.975,                0.70163,                 1.1058,                 1.1853,                 1.3138,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.0263,                 1.0635,                 1.1199,                0.97046,                0.77778,                0.87975,                0.57363,                 1.2359,                 1.3905,                 1.3892,              0.0012476,              0.0012476,              0.0012476
                     40,                0.98784,                0.97621,                 1.1177,                0.74157,                 0.9588,                0.93175,                0.57333,                 1.4762,                 1.4062,                  1.466,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.0832,                 1.0384,                 1.2438,                0.83448,                      1,                  0.973,                0.61661,                 1.2994,                 1.1426,                 1.3184,               0.001208,               0.001208,               0.001208
                     42,                0.97005,                0.89341,                 1.1547,                0.87803,                0.88889,                0.96278,                0.62718,                 1.1921,                 1.1268,                 1.2749,              0.0011882,              0.0011882,              0.0011882
                     43,                0.92312,                0.88241,                 1.1168,                0.87783,                0.88889,                   0.94,                0.59247,                 1.1548,                 1.2701,                 1.2355,              0.0011684,              0.0011684,              0.0011684
                     44,                0.94378,                0.93074,                 1.1287,                      1,                0.86916,                0.89894,                0.56978,                 1.2552,                 1.2876,                 1.4004,              0.0011486,              0.0011486,              0.0011486
                     45,                0.89908,                0.91918,                 1.0921,                0.88224,                0.88889,                0.87193,                 0.5329,                 1.3202,                  1.333,                 1.4472,              0.0011288,              0.0011288,              0.0011288
                     46,                0.82674,                0.89034,                 1.0448,                0.74782,                0.77778,                0.77239,                0.47335,                 1.3803,                 1.5442,                 1.4385,               0.001109,               0.001109,               0.001109
                     47,                0.87274,                0.87213,                 1.1039,                0.96537,                0.44444,                0.56339,                0.36149,                 1.3726,                 1.9246,                 1.4543,              0.0010892,              0.0010892,              0.0010892
                     48,                0.86764,                0.84385,                 1.0918,                0.97474,                0.44444,                0.55241,                0.35393,                 1.2384,                 1.8586,                 1.3782,              0.0010694,              0.0010694,              0.0010694
                     49,                0.83214,                0.80147,                 1.0455,                0.97692,                0.44444,                0.61094,                0.39413,                 1.3199,                 1.6864,                 1.4305,              0.0010496,              0.0010496,              0.0010496
                     50,                0.86723,                0.85725,                 1.1235,                0.83169,                0.55008,                0.61912,                0.39596,                 1.3683,                 1.6617,                 1.4488,              0.0010298,              0.0010298,              0.0010298
                     51,                0.89429,                0.86656,                 1.0959,                0.83066,                0.54666,                0.56644,                 0.3787,                  1.465,                 1.8117,                 1.4718,                0.00101,                0.00101,                0.00101
                     52,                0.86392,                0.83359,                 1.0894,                      1,                 0.5546,                0.62462,                0.38545,                 1.4768,                 1.7337,                 1.4582,              0.0009902,              0.0009902,              0.0009902
                     53,                0.92316,                 0.8382,                 1.0929,                0.98436,                0.66667,                0.70229,                0.44648,                 1.4698,                   1.59,                 1.4497,              0.0009704,              0.0009704,              0.0009704
                     54,                 0.8161,                0.81869,                 1.0378,                      1,                0.65333,                0.79277,                0.45572,                 1.4515,                 1.4513,                 1.4663,              0.0009506,              0.0009506,              0.0009506
                     55,                0.83842,                0.94437,                 1.1214,                      1,                0.65702,                0.85466,                0.46413,                 1.4819,                 1.4383,                 1.4591,              0.0009308,              0.0009308,              0.0009308
                     56,                0.89986,                  0.785,                 1.1347,                0.87393,                0.77111,                0.88394,                0.51223,                 1.4114,                  1.328,                  1.442,               0.000911,               0.000911,               0.000911
                     57,                0.81821,                 0.7398,                 1.0683,                0.84772,                0.88889,                0.89435,                0.56666,                 1.3114,                 1.3117,                 1.4053,              0.0008912,              0.0008912,              0.0008912
                     58,                0.75908,                0.69978,                 1.0619,                0.71159,                0.88889,                0.83417,                0.54682,                 1.2646,                 1.3021,                 1.3778,              0.0008714,              0.0008714,              0.0008714
                     59,                0.77159,                 0.7002,                 1.0235,                 0.7976,                 0.8769,                0.82978,                0.56581,                 1.2661,                 1.2581,                 1.3427,              0.0008516,              0.0008516,              0.0008516
                     60,                0.81348,                0.69754,                 1.0584,                 0.9594,                0.88889,                0.92036,                0.59196,                 1.2885,                 1.2199,                 1.2889,              0.0008318,              0.0008318,              0.0008318
                     61,                 0.7317,                0.71628,                  1.015,                0.99232,                0.88889,                0.92625,                0.60319,                 1.2516,                 1.0944,                 1.2694,               0.000812,               0.000812,               0.000812
                     62,                0.76191,                0.69197,                 1.0531,                 0.9902,                0.88889,                0.96115,                0.66213,                 1.1712,                0.97626,                 1.2436,              0.0007922,              0.0007922,              0.0007922
                     63,                0.81051,                0.72052,                 1.0966,                0.98179,                0.88889,                0.96115,                0.65037,                 1.1759,                0.90389,                 1.2564,              0.0007724,              0.0007724,              0.0007724
                     64,                0.87855,                0.76776,                 1.1227,                0.77352,                0.88889,                0.83428,                0.54973,                 1.2538,                 1.1816,                 1.3005,              0.0007526,              0.0007526,              0.0007526
                     65,                0.73783,                0.64918,                 1.0747,                0.78276,                 0.8027,                0.83036,                0.53865,                 1.2333,                 1.3283,                 1.2923,              0.0007328,              0.0007328,              0.0007328
                     66,                0.70065,                0.63698,                0.96969,                0.87339,                0.76778,                0.79592,                0.56148,                 1.1779,                 1.3314,                 1.2669,               0.000713,               0.000713,               0.000713
                     67,                0.77372,                0.71132,                 1.0234,                      1,                0.77641,                0.84367,                0.62834,                 1.1456,                 1.2398,                 1.2477,              0.0006932,              0.0006932,              0.0006932
                     68,                0.70945,                0.63335,                 1.0061,                0.88377,                0.88889,                0.88755,                0.62593,                 1.1373,                 1.0306,                 1.2868,              0.0006734,              0.0006734,              0.0006734
                     69,                0.69704,                0.70408,                 1.0684,                0.88658,                0.87041,                0.89078,                0.60922,                 1.2103,                 1.1264,                  1.316,              0.0006536,              0.0006536,              0.0006536
                     70,                0.70601,                 0.6887,                 1.0193,                0.87344,                0.76809,                0.83281,                 0.5652,                  1.226,                 1.1948,                 1.3231,              0.0006338,              0.0006338,              0.0006338
                     71,                0.76764,                0.68374,                 1.0284,                0.84325,                0.66667,                0.76518,                0.50416,                 1.2704,                 1.3241,                 1.3496,               0.000614,               0.000614,               0.000614
                     72,                0.73495,                0.65775,                 1.0382,                0.65073,                0.62417,                0.68283,                0.48426,                 1.1918,                 1.4954,                 1.3355,              0.0005942,              0.0005942,              0.0005942
                     73,                0.69646,                0.63404,                0.98379,                0.69231,                0.55556,                0.66547,                0.48269,                 1.1819,                 1.5342,                  1.334,              0.0005744,              0.0005744,              0.0005744
                     74,                0.73084,                0.66812,                0.99834,                0.69536,                0.55556,                0.64454,                0.46336,                 1.2159,                 1.5701,                 1.3467,              0.0005546,              0.0005546,              0.0005546
                     75,                0.77104,                0.71244,                 1.0672,                0.82949,                0.54275,                0.66956,                0.46504,                 1.2488,                 1.5881,                 1.3652,              0.0005348,              0.0005348,              0.0005348
                     76,                0.73893,                0.63616,                 1.0384,                0.95061,                0.44444,                 0.6648,                0.44153,                 1.2262,                 1.5409,                 1.3772,               0.000515,               0.000515,               0.000515
                     77,                0.70229,                0.67206,                 1.0347,                0.71106,                0.54802,                 0.6597,                0.45097,                 1.1899,                 1.5419,                 1.3679,              0.0004952,              0.0004952,              0.0004952
                     78,                0.66421,                0.58723,                0.96787,                0.71107,                0.54805,                0.65175,                0.44696,                 1.1628,                 1.5949,                 1.3589,              0.0004754,              0.0004754,              0.0004754
                     79,                0.67158,                0.60989,                 1.0038,                0.71017,                0.54595,                0.64545,                0.46383,                 1.1455,                  1.641,                 1.3697,              0.0004556,              0.0004556,              0.0004556
                     80,                0.70383,                0.59508,                 1.0225,                 0.7495,                0.44444,                0.61989,                0.42545,                 1.1277,                 1.6427,                 1.3458,              0.0004358,              0.0004358,              0.0004358
                     81,                 0.6375,                0.58826,                0.99088,                0.49304,                0.77778,                 0.6134,                0.43231,                 1.1214,                 1.5628,                 1.3326,               0.000416,               0.000416,               0.000416
                     82,                0.63684,                0.56523,                  1.003,                0.62975,                0.75758,                 0.6756,                0.47021,                 1.0901,                 1.4674,                 1.3071,              0.0003962,              0.0003962,              0.0003962
                     83,                0.69558,                0.61499,                0.99392,                0.61381,                0.77778,                0.73882,                0.51863,                 1.0663,                 1.3364,                 1.2928,              0.0003764,              0.0003764,              0.0003764
                     84,                0.58786,                0.52953,                0.94816,                0.69168,                0.66667,                0.79338,                0.55818,                 1.0687,                   1.18,                 1.3157,              0.0003566,              0.0003566,              0.0003566
                     85,                0.61161,                0.56754,                0.96685,                  0.854,                0.65199,                0.81068,                0.56803,                    1.1,                 1.1814,                 1.3574,              0.0003368,              0.0003368,              0.0003368
                     86,                0.65422,                0.61171,                 1.0094,                0.85469,                0.65522,                0.80603,                0.53827,                 1.1313,                 1.2154,                  1.389,               0.000317,               0.000317,               0.000317
                     87,                 0.5614,                 0.5088,                0.92852,                0.85603,                0.66148,                0.79836,                0.53274,                 1.1538,                 1.2346,                 1.4092,              0.0002972,              0.0002972,              0.0002972
                     88,                0.59095,                0.53167,                0.95802,                0.85514,                0.66667,                0.79146,                0.55449,                 1.1557,                 1.3087,                 1.3944,              0.0002774,              0.0002774,              0.0002774
                     89,                0.58537,                0.52198,                0.95793,                0.85566,                0.65976,                0.78603,                0.54595,                 1.1574,                 1.3312,                 1.3955,              0.0002576,              0.0002576,              0.0002576
                     90,                0.62783,                0.58217,                 1.0046,                0.72025,                0.66667,                 0.7688,                0.53999,                  1.149,                 1.3119,                 1.3979,              0.0002378,              0.0002378,              0.0002378
                     91,                 0.4651,                0.52402,                 0.8691,                0.69539,                0.77778,                0.78009,                0.54802,                 1.1429,                 1.3088,                 1.3999,               0.000218,               0.000218,               0.000218
                     92,                0.45969,                0.50621,                0.91051,                0.65616,                0.85036,                 0.7897,                0.54762,                 1.1382,                 1.3114,                 1.4022,              0.0001982,              0.0001982,              0.0001982
                     93,                0.50734,                0.54291,                0.91783,                0.65584,                0.84919,                0.78718,                0.53256,                 1.1452,                 1.3322,                 1.3975,              0.0001784,              0.0001784,              0.0001784
                     94,                 0.4468,                0.49972,                0.90324,                0.73689,                0.77778,                0.79153,                0.52861,                 1.1494,                 1.3228,                 1.3825,              0.0001586,              0.0001586,              0.0001586
                     95,                0.48536,                0.49718,                0.87315,                0.75563,                0.77778,                0.77786,                0.52184,                 1.1462,                 1.3212,                 1.3636,              0.0001388,              0.0001388,              0.0001388
                     96,                0.42335,                0.49554,                0.88869,                 0.7365,                0.77778,                 0.8073,                0.53542,                 1.1202,                 1.2424,                 1.3264,               0.000119,               0.000119,               0.000119
                     97,                0.44479,                0.49081,                0.84533,                0.73458,                0.77778,                0.80257,                0.54133,                 1.1121,                  1.238,                  1.317,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.41245,                0.49023,                0.87758,                0.73588,                0.77778,                0.82887,                0.54353,                 1.1263,                 1.2465,                 1.3261,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.44237,                0.49375,                 0.9094,                0.73845,                0.77778,                0.83735,                0.55628,                 1.1398,                 1.2384,                 1.3257,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.41736,                0.46891,                0.85845,                 0.7447,                0.77778,                0.84299,                0.55041,                 1.1591,                 1.2205,                  1.323,               3.98e-05,               3.98e-05,               3.98e-05
