15.jpg,484.58050537109375,344.9926452636719,624.0319213867188,423.3387145996094
15.jpg,489.41741943359375,341.55963134765625,621.9638061523438,434.1963806152344
person_pointing_67.jpg,687.8486328125,102.15097045898438,932.9531860351562,272.4471435546875
person_pointing_69.jpg,616.32958984375,513.15966796875,735.711181640625,611.296630859375
person_pointing_70.jpg,712.6412963867188,557.6641235351562,1037.1544189453125,801.0684814453125
pointing_hand_97.jpg,394.44232177734375,631.750244140625,946.76123046875,1181.537353515625
person_pointing_70.jpg,712.6412963867188,557.6641235351562,1037.1544189453125,801.0684814453125
pointing_hand_95.jpg,202.28419494628906,697.1502685546875,636.8758544921875,920.7462158203125
4.jpg,272.332763671875,108.8914566040039,322.1461486816406,173.44271850585938
4.jpg,272.332763671875,108.8914566040039,322.1461486816406,173.44271850585938
8.jpg,1688.662353515625,676.9336547851562,2016.6783447265625,1004.2841186523438
9.jpg,856.8623657226562,423.4375,1125.0811767578125,698.7678833007812
12.jpg,858.1106567382812,824.7919311523438,1015.5955200195312,960.71630859375
14.jpg,262.2884826660156,173.78915405273438,316.3897705078125,212.55282592773438
15.jpg,486.7611389160156,350.2718200683594,619.8514404296875,425.0619812011719
23.jpg,469.9891662597656,117.6556167602539,534.3147583007812,150.78912353515625
73.jpg,458.21905517578125,223.67434692382812,540.5951538085938,262.2539978027344
4.jpg,270.887451171875,108.7114486694336,319.9278564453125,173.25428771972656
10.jpg,1039.6912841796875,372.9970703125,1176.5491943359375,650.5910034179688
8.jpg,1701.6055908203125,687.1024169921875,2010.5345458984375,918.3125
14.jpg,263.8918151855469,172.62074279785156,315.77166748046875,210.6985626220703
14.jpg,261.7275390625,172.9398193359375,314.9582824707031,212.59268188476562
10.jpg,1039.6912841796875,372.9970703125,1176.5491943359375,650.5910034179688
15.jpg,484.58050537109375,344.9926452636719,624.0319213867188,423.3387145996094
23.jpg,470.7589416503906,117.20423126220703,535.2592163085938,151.548095703125
